pais_codigo,pais_nombre,anio,pib_usd,crecimiento_pib_pct,pib_per_capita_usd,inflacion_pct,desempleo_pct,exportaciones_pct_pib,importaciones_pct_pib,fecha_extraccion,region,es_colombia
CL,Chile,2003,76492579644.0605,4.72324526861041,4773.40177520754,2.8101787574361,9.765,35.0609745308001,30.6324450601049,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2004,99075985773.6682,6.67425416822923,6120.59152055344,1.05473871403517,10.162,39.6857495120642,30.2036105411816,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2005,122294145163.192,5.83704571917758,7480.32330998636,3.05257621387849,9.34,40.1755720109201,31.8869622271093,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2006,153843518170.864,6.04999082563968,9318.65655296121,3.39201733699405,9.024,43.8656742009237,29.8459608439284,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2007,172491076033.863,5.16823098528431,10346.4138184533,4.40779938398044,8.427,45.1298518955866,31.8471728185062,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2008,179894594475.405,3.78939280635238,10683.2188772511,8.71626873039607,9.285,41.1625607908642,39.5140654497826,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2009,171777900623.892,-1.11803723642878,10098.8017167286,0.353045178360937,11.313,37.1156347956721,29.5703961674697,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2010,217051209238.534,5.85165102224047,12632.8704724192,1.41071107954321,8.547,37.9039943184914,31.8136858185424,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2011,251382573893.87,6.22389678509138,14487.3927832032,3.34121694259302,7.492,37.6897802745717,34.7918625331617,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2012,267024782486.855,6.15534001855494,15241.9069981119,3.00744840213047,6.79,33.8455905043756,34.3105523869584,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2013,277395018842.417,3.30850824710085,15683.5486369155,1.7895555398459,6.361,32.087463589174,33.0558243632138,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2014,259560978224.359,1.79264947139259,14529.6767206336,4.71867527854672,6.761,33.0039029664774,32.6307251554113,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2015,242450355830.884,2.15194249981184,13433.9202987032,4.34877353217044,6.605,29.1910794903324,30.1580309871985,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2016,249344863928.438,1.753038749071,13649.8520452803,3.78619355893118,6.926,27.9231581098221,28.1347029779502,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2017,276154259981.097,1.35769537343957,14879.9086227187,2.18271846868519,7.257,28.3313768341631,27.6947821334076,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2018,295857562991.709,3.99002947789977,15659.4808675628,2.43488981353057,7.623,28.5290447397579,29.6480058936791,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2019,278285058719.466,0.634367533828438,14495.716721687,2.55754475703327,7.493,27.8746677570512,29.7370868110317,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2020,254042159309.311,-6.14347479224092,13114.815470545,3.04549084804326,10.934,31.3303902428612,26.8524733201136,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2021,315325547162.072,11.3149204879049,16206.8325493421,4.52456838259144,9.281,31.9927952679237,32.8846110558597,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2022,301226575540.242,2.15399356192458,15405.6165774073,11.643866711056,8.249,35.6066282723137,39.5949894702167,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2023,335518054097.637,0.521367977246825,17067.0364799154,7.58168251407962,9.013,30.8110620735322,29.9136616139086,2026-03-05T21:35:13.377882,América Latina,False
CO,Colombia,2000,99875074951.0278,2.92486148176778,2555.00751039968,9.22534818585366,20.52,15.915139715438,16.7519457538687,2026-03-05T21:35:13.377882,América Latina,True
CO,Colombia,2001,98200641203.3892,1.67789830787579,2472.99084035833,7.96556090304834,15.04,15.3871357665009,18.5139760284435,2026-03-05T21:35:13.377882,América Latina,True
CO,Colombia,2002,97945812802.8882,2.50398046659659,2428.92969771584,6.35150728778872,14.481,14.8155696775272,18.1670695368963,2026-03-05T21:35:13.377882,América Latina,True
CO,Colombia,2003,94644969157.0987,3.91827190322513,2311.94218760291,7.1297886294186,13.221,16.5752997117627,19.9408838054673,2026-03-05T21:35:13.377882,América Latina,True
CO,Colombia,2004,117092416666.245,5.33302206759905,2818.57195413044,5.90402005546502,13.717,16.7707514248023,19.0926755089972,2026-03-05T21:35:13.377882,América Latina,True
CO,Colombia,2005,145600529605.803,4.82876110773741,3456.06610874512,5.05101962689696,11.062,16.9710437391629,20.4516537557921,2026-03-05T21:35:13.377882,América Latina,True
CO,Colombia,2006,161792958904.864,6.71686869844402,3789.85361217027,4.29342363628927,11.088,17.7285877506525,21.9127682099768,2026-03-05T21:35:13.377882,América Latina,True
